text,label
rotten coconut husk in school,biodegradable
two printer cartridge found on street,ewaste
one used bedsheet in school,textile
one crumpled circuit board from kitchen,ewaste
several crumpled vegetable peels found on street,biodegradable
one glass cup found on street,glass
newspaper from office,recyclable
two dry cardboard box from kitchen,recyclable
a pack of empty street sweepings from kitchen,mixed
a pack of rusty aluminium foil from kitchen,metal
several wet wine bottle found on street,glass
a pack of tear-stained street sweepings found on street,mixed
a pack of tear-stained broken glass from office,glass
several tear-stained circuit board in market,ewaste
crumpled soda can found on street,metal
two envelope from kitchen,recyclable
one tin box in market,metal
one old compostable bag from office,compostable
wipes from office,sanitary
two crumpled tea leaves from office,biodegradable
a lot of household mixed waste from office,mixed
a pack of rotten combined trash bag from office,mixed
one rotten envelope found on street,recyclable
a pack of soiled coconut husk from kitchen,biodegradable
a lot of compostable bag found on street,compostable
a pack of dry garden leaves in market,compostable
two empty plastic bottle found on street,recyclable
several dry envelope from shop,recyclable
paper packet in market,recyclable
a lot of tear-stained envelope from shop,recyclable
mobile battery from shop,ewaste
a lot of tea leaves in market,biodegradable
two rusty wine bottle from kitchen,glass
broken paper packet found on street,recyclable
a lot of crumpled carton from shop,recyclable
a pack of tear-stained paper bag found on street,recyclable
a lot of rotten banana peel in school,biodegradable
several newspaper from kitchen,recyclable
one paper bag from office,recyclable
two crumpled cooked food scrap from kitchen,biodegradable
a lot of glass bottle in school,glass
several old cooking oil tin after festival,metal
one old worn T-shirt found on street,textile
several used food packet from office,biodegradable
a pack of newspaper found on street,recyclable
a pack of paper packet in market,recyclable
rotten broken charger from office,ewaste
one dry rotten mango from kitchen,biodegradable
a lot of broken cans after festival,metal
a lot of wet cloth pieces found on street,textile
several wet miscellaneous waste in market,mixed
two paint can in school,hazardous
several paper packet after festival,recyclable
two empty tea leaves in school,biodegradable
one used paper cup after festival,recyclable
two envelope from kitchen,recyclable
two wet glass cup in school,glass
several fruit waste in school,biodegradable
a pack of combined trash bag after festival,mixed
a lot of flower waste found on street,biodegradable
two cans from shop,metal
glass bottle after festival,glass
plastic container in school,recyclable
two envelope after festival,recyclable
pesticide bottle after festival,hazardous
one newspaper found on street,recyclable
a lot of old paper bag from kitchen,recyclable
two earphones from office,ewaste
a lot of compostable bag in market,compostable
several broken used diaper from shop mixed with paper,sanitary
coffee grounds from shop,compostable
a lot of wine bottle in school,glass
several magazine in market,recyclable
rotten used food packet from office,biodegradable
empty cardboard box after festival,recyclable
two empty glass jar in school,glass
one used thermometer (mercury) in market,hazardous
tear-stained cloth pieces found on street,textile
one plastic bottle found on street,recyclable
cooking oil tin from kitchen,metal
a lot of dry glass jar in market,glass
several glass jar after festival,glass
two wet glass bottle after festival,glass
two newspaper in market,recyclable
two old thermometer (mercury) found on street,hazardous
two crumpled used battery from shop,hazardous
cans in school,metal
a pack of fruit waste in market,biodegradable
a lot of soda can in market,metal
two soiled banana peel from office,biodegradable
two newspaper from kitchen,recyclable
two paper packet from office,recyclable
rotten household mixed waste in school,mixed
a lot of rusty glass cup after festival,glass
a lot of compostable bag from kitchen,compostable
two pickle jar from office,glass
several rotten vegetable peels after festival,biodegradable
a pack of glass bottle found on street,glass
a lot of soiled household mixed waste found on street,mixed
a lot of newspaper in school mixed with cloth pieces,recyclable
a lot of aluminium foil found on street mixed with paper,metal
one household mixed waste from office,mixed
one pickle jar from office,glass
two torn saree from kitchen,textile
two old worn T-shirt from kitchen,textile
two miscellaneous waste from shop,mixed
a pack of plastic bottle from shop,recyclable
one cloth pieces in market,textile
rotten mango in school,biodegradable
two peeled keyboard from shop,ewaste
a lot of cloth pieces from kitchen,textile
soiled cans from kitchen,metal
a lot of soiled household mixed waste from office,mixed
two aluminium foil found on street,metal
keyboard after festival,ewaste
several old clothes in market,textile
a lot of soiled flower waste found on street,biodegradable
broken fruit waste found on street,biodegradable
one carton found on street,recyclable
one used bedsheet after festival,textile
used paper bag from kitchen,recyclable
used battery from shop,hazardous
two tear-stained thermometer (mercury) after festival,hazardous
one peeled keyboard from office,ewaste
two used food packet after festival,biodegradable
a pack of magazine found on street,recyclable
two broken vegetable peels found on street,biodegradable
one broken plastic container from shop,recyclable
empty used food packet from kitchen,biodegradable
a pack of wine bottle from shop,glass
rotten used diaper from shop,sanitary
two carton found on street,recyclable
a lot of household mixed waste in school,mixed
tear-stained glass cup from office,glass
a pack of cardboard box after festival,recyclable
a pack of used bedsheet from kitchen,textile
one wet street sweepings in school mixed with paper,mixed
one street sweepings in school,mixed
several glass bottle from shop,glass
a lot of cow dung from kitchen,compostable
one banana peel from shop,biodegradable
one used battery in market,hazardous
one broken miscellaneous waste from shop,mixed
a pack of hard disk in market,ewaste
several peeled glass bottle after festival,glass
a pack of coconut husk after festival,biodegradable
one rusty plastic bottle from kitchen,recyclable
a pack of crumpled cooking oil tin from shop,metal
crumpled combined trash bag found on street,mixed
one coconut husk from office,biodegradable
rotten metal scrap found on street,metal
several dry paper bag after festival,recyclable
one soiled old laptop after festival,ewaste
two used solvent jar after festival,hazardous
a lot of coffee grounds in market,compostable
a pack of wine bottle in school mixed with plastic,glass
several cooked food scrap in school mixed with paper,biodegradable
a pack of paper bag from shop,recyclable
one coconut husk in school,biodegradable
a pack of peeled wine bottle from shop mixed with plastic,glass
a lot of soda can found on street mixed with combined trash bag,metal
a pack of peeled circuit board in school,ewaste
two sanitary pad found on street,sanitary
two coffee grounds found on street mixed with paper,compostable
